Movie Rank,Movie Name,Year of Release,IMDB Rating,Runtime,Genre,Rated
8,Up,2009,8.3,96,"
Animation, Adventure, Comedy            ",PG
9,Toy Story 3,2010,8.3,103,"
Animation, Adventure, Comedy            ",G
10,Like Stars on Earth,2007,8.3,165,"
Drama, Family            ",PG
11,The Kid,1921,8.3,68,"
Comedy, Drama, Family            ",Passed
12,Inside Out,2015,8.2,95,"
Animation, Adventure, Comedy            ",PG
13,Klaus,2019,8.2,96,"
Animation, Adventure, Comedy            ",PG
14,Howl's Moving Castle,2004,8.2,119,"
Animation, Adventure, Family            ",PG
15,Finding Nemo,2003,8.2,100,"
Animation, Adventure, Comedy            ",G
16,Children of Heaven,1997,8.2,89,"
Drama, Family, Sport            ",PG
17,My Father and My Son,2005,8.2,112,"
Drama, Family            ",Not Rated
18,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,130,"
Adventure, Family, Fantasy            ",PG-13
19,The Sound of Music,1965,8.1,172,"
Biography, Drama, Family            ",G
20,Ratatouille,2007,8.1,111,"
Animation, Adventure, Comedy            ",G
21,The Wizard of Oz,1939,8.1,102,"
Adventure, Family, Fantasy            ",PG
22,"Monsters, Inc.",2001,8.1,92,"
Animation, Adventure, Comedy            ",G
23,Hachi: A Dog's Tale,2009,8.1,93,"
Biography, Drama, Family            ",G
24,How to Train Your Dragon,2010,8.1,98,"
Animation, Action, Adventure            ",PG
25,My Neighbor Totoro,1988,8.1,86,"
Animation, Comedy, Family            ",G
26,The Iron Giant,1999,8.1,86,"
Animation, Action, Adventure            ",PG
27,Wolf Children,2012,8.1,117,"
Animation, Drama, Family            ",PG
28,Let's Go! India,2007,8.1,153,"
Drama, Family, Sport            ",Not Rated
29,The Circus,1928,8.1,72,"
Comedy, Family, Romance            ",Passed
30,The Princess Bride,1987,8,98,"
Adventure, Family, Fantasy            ",PG
31,Fiddler on the Roof,1971,8,181,"
Drama, Family, Musical            ",G
32,Zootopia,2016,8,108,"
Animation, Adventure, Comedy            ",PG
33,The Incredibles,2004,8,115,"
Animation, Action, Adventure            ",PG
34,Beauty and the Beast,1991,8,84,"
Animation, Family, Fantasy            ",G
35,Aladdin,1992,8,90,"
Animation, Adventure, Comedy            ",G
36,Soul,2020,8,100,"
Animation, Adventure, Comedy            ",PG
37,Castle in the Sky,1986,8,125,"
Animation, Adventure, Family            ",PG
38,Wolfwalkers,2020,8,103,"
Animation, Action, Adventure            ",PG
39,The Tale of The Princess Kaguya,2013,8,137,"
Animation, Drama, Family            ",PG
40,Song of the Sea,2014,8,93,"
Animation, Adventure, Drama            ",PG
41,A Christmas Story,1983,7.9,93,"
Comedy, Family            ",PG
42,Harry Potter and the Prisoner of Azkaban,2004,7.9,142,"
Adventure, Family, Fantasy            ",PG
43,E.T. the Extra-Terrestrial,1982,7.9,115,"
Adventure, Family, Sci-Fi            ",PG
44,Shrek,2001,7.9,90,"
Animation, Adventure, Comedy            ",PG
45,Fantastic Mr. Fox,2009,7.9,87,"
Animation, Adventure, Comedy            ",PG
46,The Nightmare Before Christmas,1993,7.9,76,"
Animation, Family, Fantasy            ",PG
47,Wonder,2017,7.9,113,"
Drama, Family            ",PG
48,Toy Story 2,1999,7.9,92,"
Animation, Adventure, Comedy            ",G
49,Miracle on 34th Street,1947,7.9,96,"
Comedy, Drama, Family            ",Not Rated
50,The Ten Commandments,1956,7.9,220,"
Adventure, Drama, Family            ",G
1,The Lord of the Rings: The Return of the King,2003,9,201,"
Action, Adventure, Drama            ",PG-13
2,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,178,"
Action, Adventure, Drama            ",PG-13
3,The Lord of the Rings: The Two Towers,2002,8.8,179,"
Action, Adventure, Drama            ",PG-13
4,Star Wars: Episode V - The Empire Strikes Back,1980,8.7,124,"
Action, Adventure, Fantasy            ",PG
5,It's a Wonderful Life,1946,8.6,130,"
Drama, Family, Fantasy            ",PG
6,Star Wars,1977,8.6,121,"
Action, Adventure, Fantasy            ",PG
7,The Green Mile,1999,8.6,189,"
Crime, Drama, Fantasy            ",R
8,Spirited Away,2001,8.6,125,"
Animation, Adventure, Family            ",PG
9,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
10,Coco,2017,8.4,105,"
Animation, Adventure, Comedy            ",PG
11,Your Name.,2016,8.4,106,"
Animation, Drama, Fantasy            ",PG
12,Princess Mononoke,1997,8.4,134,"
Animation, Action, Adventure            ",PG-13
13,Star Wars: Episode VI - Return of the Jedi,1983,8.3,131,"
Action, Adventure, Fantasy            ",PG
14,Toy Story,1995,8.3,81,"
Animation, Adventure, Comedy            ",G
15,Toy Story 3,2010,8.3,103,"
Animation, Adventure, Comedy            ",G
16,Spider-Man: No Way Home,2021,8.2,148,"
Action, Adventure, Fantasy            ",PG-13
17,Inside Out,I) (2015,8.2,95,"
Animation, Adventure, Comedy            ",PG
18,Klaus,2019,8.2,96,"
Animation, Adventure, Comedy            ",PG
19,Pan's Labyrinth,2006,8.2,118,"
Drama, Fantasy, War            ",R
20,Howl's Moving Castle,2004,8.2,119,"
Animation, Adventure, Family            ",PG
21,Monty Python and the Holy Grail,1975,8.2,91,"
Adventure, Comedy, Fantasy            ",PG
22,Tumbbad,2018,8.2,104,"
Drama, Fantasy, Horror            ",Not Rated
23,Demon Slayer the Movie: Mugen Train,2020,8.2,117,"
Animation, Action, Adventure            ",R
24,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,130,"
Adventure, Family, Fantasy            ",PG-13
25,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,143,"
Action, Adventure, Fantasy            ",PG-13
26,Ratatouille,2007,8.1,111,"
Animation, Adventure, Comedy            ",G
27,The Wizard of Oz,1939,8.1,102,"
Adventure, Family, Fantasy            ",PG
28,Groundhog Day,1993,8.1,101,"
Comedy, Drama, Fantasy            ",PG
29,"Monsters, Inc.",2001,8.1,92,"
Animation, Adventure, Comedy            ",G
30,How to Train Your Dragon,2010,8.1,98,"
Animation, Action, Adventure            ",PG
31,My Neighbor Totoro,1988,8.1,86,"
Animation, Comedy, Family            ",G
32,The Seventh Seal,1957,8.1,96,"
Drama, Fantasy            ",Not Rated
33,Underground,1995,8.1,167,"
Comedy, Drama, Fantasy            ",Not Rated
34,Wolf Children,2012,8.1,117,"
Animation, Drama, Family            ",PG
35,Karthikeya 2,2022,8.1,150,"
Action, Adventure, Fantasy            ",N/A
36,Time of the Gypsies,1988,8.1,142,"
Comedy, Crime, Drama            ",R
37,OMG: Oh My God!,2012,8.1,125,"
Comedy, Drama, Fantasy            ",Not Rated
38,Everything Everywhere All at Once,2022,8,139,"
Action, Adventure, Comedy            ",R
39,The Princess Bride,1987,8,98,"
Adventure, Family, Fantasy            ",PG
40,Zack Snyder's Justice League,2021,8,242,"
Action, Adventure, Fantasy            ",R
41,Beauty and the Beast,1991,8,84,"
Animation, Family, Fantasy            ",G
42,Aladdin,1992,8,90,"
Animation, Adventure, Comedy            ",G
43,Soul,2020,8,100,"
Animation, Adventure, Comedy            ",PG
44,Big Fish,2003,8,125,"
Adventure, Drama, Fantasy            ",PG-13
45,Akira,1988,8,124,"
Animation, Action, Drama            ",R
46,Wings of Desire,1987,8,128,"
Drama, Fantasy, Romance            ",PG-13
47,Pink Floyd: The Wall,1982,8,95,"
Drama, Fantasy, Music            ",R
48,Castle in the Sky,1986,8,125,"
Animation, Adventure, Family            ",PG
49,Wolfwalkers,2020,8,103,"
Animation, Action, Adventure            ",PG
50,The Tale of The Princess Kaguya,2013,8,137,"
Animation, Drama, Family            ",PG
1,Sunset Blvd.,1950,8.4,110,"
Drama, Film-Noir            ",Passed
2,Double Indemnity,1944,8.3,107,"
Crime, Drama, Film-Noir            ",Passed
3,The Third Man,1949,8.1,93,"
Film-Noir, Mystery, Thriller            ",Approved
4,Rebecca,1940,8.1,130,"
Drama, Film-Noir, Mystery            ",Approved
5,Ace in the Hole,1951,8.1,111,"
Drama, Film-Noir            ",Approved
6,White Heat,1949,8.1,114,"
Action, Crime, Drama            ",Not Rated
7,The Maltese Falcon,1941,8,100,"
Crime, Film-Noir, Mystery            ",Passed
8,The Night of the Hunter,1955,8,92,"
Crime, Drama, Film-Noir            ",Not Rated
9,Touch of Evil,1958,8,95,"
Crime, Drama, Film-Noir            ",PG-13
10,The Killing,1956,8,84,"
Crime, Drama, Film-Noir            ",Approved
11,Out of the Past,1947,8,97,"
Crime, Drama, Film-Noir            ",Not Rated
12,Sweet Smell of Success,1957,8,96,"
Drama, Film-Noir            ",Approved
13,The Big Sleep,1946,7.9,114,"
Crime, Film-Noir, Mystery            ",Passed
14,Notorious,1946,7.9,102,"
Drama, Film-Noir, Romance            ",Not Rated
15,Laura,1944,7.9,88,"
Drama, Film-Noir, Mystery            ",Passed
16,Strangers on a Train,1951,7.9,101,"
Crime, Drama, Film-Noir            ",PG
17,Mildred Pierce,1945,7.9,111,"
Crime, Drama, Film-Noir            ",Approved
18,The Lost Weekend,1945,7.9,101,"
Drama, Film-Noir            ",Passed
19,In a Lonely Place,1950,7.9,94,"
Drama, Film-Noir, Mystery            ",Not Rated
20,The Big Heat,1953,7.9,89,"
Crime, Film-Noir, Thriller            ",Passed
21,Shadow of a Doubt,1943,7.8,108,"
Film-Noir, Thriller            ",Passed
22,To Have and Have Not,1944,7.8,100,"
Adventure, Comedy, Film-Noir            ",Passed
23,The Asphalt Jungle,1950,7.8,112,"
Crime, Drama, Film-Noir            ",Passed
24,Scarface,1932,7.7,93,"
Action, Crime, Drama            ",PG
25,Key Largo,1948,7.7,100,"
Action, Crime, Drama            ",Not Rated
26,Gilda,1946,7.6,110,"
Drama, Film-Noir, Romance            ",Approved
27,Spellbound,1945,7.5,111,"
Film-Noir, Mystery, Romance            ",Approved
28,The Lady from Shanghai,1947,7.5,87,"
Crime, Drama, Film-Noir            ",Not Rated
29,The Wrong Man,1956,7.4,105,"
Drama, Film-Noir            ",Not Rated
30,Suspicion,1941,7.3,99,"
Film-Noir, Mystery, Thriller            ",Approved
31,The Stranger,1946,7.3,95,"
Crime, Drama, Film-Noir            ",Passed
1,Schindler's List,1993,9,195,"
Biography, Drama, History            ",R
2,Braveheart,1995,8.4,178,"
Biography, Drama, History            ",R
3,Hamilton,2020,8.4,160,"
Biography, Drama, History            ",PG-13
4,Sardar Udham,2021,8.4,164,"
Biography, Crime, Drama            ",TV-MA
5,Ayla: The Daughter of War,2017,8.3,125,"
Biography, Drama, History            ",N/A
6,Downfall,2004,8.2,156,"
Biography, Drama, History            ",R
7,The Great Escape,1963,8.2,172,"
Adventure, Drama, History            ",Approved
8,The Passion of Joan of Arc,1928,8.2,114,"
Biography, Drama, History            ",Passed
9,Uri: The Surgical Strike,2019,8.2,138,"
Action, Drama, History            ",Not Rated
10,Hacksaw Ridge,2016,8.1,139,"
Biography, Drama, History            ",R
11,Inherit the Wind,1960,8.1,128,"
Biography, Drama, History            ",Passed
12,12 Years a Slave,2013,8.1,134,"
Biography, Drama, History            ",R
13,Hotel Rwanda,2004,8.1,121,"
Biography, Drama, History            ",PG-13
14,Andrei Rublev,1966,8.1,205,"
Biography, Drama, History            ",R
15,The Message,1976,8.1,177,"
Biography, Drama, History            ",PG
16,Throne of Blood,1957,8.1,110,"
Drama, History            ",Not Rated
17,JFK,1991,8,189,"
Drama, History, Thriller            ",R
18,The King's Speech,2010,8,118,"
Biography, Drama, History            ",R
19,Gandhi,1982,8,191,"
Biography, Drama, History            ",PG
20,Ip Man,2008,8,106,"
Action, Biography, Drama            ",R
21,The Leopard,1963,8,186,"
Drama, History            ",PG
22,"Quo Vadis, Aida?",2020,8,101,"
Drama, History, War            ",N/A
23,Persepolis,2007,8,96,"
Animation, Biography, Drama            ",PG-13
24,Spartacus,1960,7.9,197,"
Adventure, Biography, Drama            ",PG-13
25,The Ten Commandments,1956,7.9,220,"
Adventure, Drama, Family            ",G
26,Togo,2019,7.9,113,"
Adventure, Biography, Drama            ",PG
27,All the President's Men,1976,7.9,138,"
Drama, History, Thriller            ",PG
28,The Lion in Winter,1968,7.9,134,"
Biography, Drama, History            ",PG
29,Letters from Iwo Jima,2006,7.9,141,"
Action, Adventure, Drama            ",R
30,In Cold Blood,1967,7.9,134,"
Biography, Crime, Drama            ",R
31,A Taxi Driver,2017,7.9,137,"
Action, Drama, History            ",Not Rated
32,Kagemusha,1980,7.9,162,"
Drama, History, War            ",PG
33,Battleship Potemkin,1925,7.9,66,"
Drama, History, Thriller            ",Not Rated
34,Airlift,2016,7.9,130,"
Action, Drama, History            ",Not Rated
35,Tombstone,1993,7.8,130,"
Biography, Drama, History            ",R
36,Dunkirk,2017,7.8,106,"
Action, Drama, History            ",PG-13
37,The Big Short,2015,7.8,130,"
Biography, Comedy, Drama            ",R
38,Hidden Figures,2016,7.8,127,"
Biography, Drama, History            ",PG
39,Straight Outta Compton,2015,7.8,147,"
Biography, Drama, History            ",R
40,The Right Stuff,1983,7.8,193,"
Adventure, Biography, Drama            ",PG
41,Glory,1989,7.8,122,"
Biography, Drama, History            ",R
42,Changeling,2008,7.8,141,"
Biography, Crime, Drama            ",R
43,Ponniyin Selvan: Part I,2022,7.8,167,"
Action, Drama, Family            ",N/A
44,Pride,I) (2014,7.8,119,"
Biography, Comedy, Drama            ",R
45,The Killing Fields,1984,7.8,141,"
Biography, Drama, History            ",R
46,Land of Mine,2015,7.8,100,"
Drama, History, War            ",R
47,"Aguirre, the Wrath of God",1972,7.8,95,"
Action, Adventure, Biography            ",Not Rated
48,Zulu,1964,7.7,138,"
Drama, History, War            ",Not Rated
49,Black Hawk Down,2001,7.7,144,"
Action, Drama, History            ",R
50,Apollo 13,I) (1995,7.7,140,"
Adventure, Drama, History            ",PG
1,Whiplash,2014,8.5,106,"
Drama, Music            ",R
2,The Pianist,2002,8.5,150,"
Biography, Drama, Music            ",R
3,Coco,I) (2017,8.4,105,"
Animation, Adventure, Comedy            ",PG
4,Amadeus,1984,8.4,160,"
Biography, Drama, Music            ",R
5,Green Book,2018,8.2,130,"
Biography, Comedy, Drama            ",PG-13
6,Some Like It Hot,1959,8.2,121,"
Comedy, Music, Romance            ",Passed
7,Andhadhun,2018,8.2,139,"
Comedy, Crime, Music            ",Not Rated
8,The Red Shoes,1948,8.1,135,"
Drama, Music, Romance            ",Not Rated
9,Farewell My Concubine,1993,8.1,171,"
Drama, Music, Romance            ",R
10,Autumn Sonata,1978,8.1,99,"
Drama, Music            ",PG
11,La La Land,2016,8,128,"
Comedy, Drama, Music            ",PG-13
12,CODA,2021,8,111,"
Comedy, Drama, Music            ",PG-13
13,Soul,2020,8,100,"
Animation, Adventure, Comedy            ",PG
14,Pink Floyd: The Wall,1982,8,95,"
Drama, Fantasy, Music            ",R
15,The Legend of 1900,1998,8,169,"
Drama, Music, Romance            ",R
16,Almost Famous,2000,7.9,122,"
Adventure, Comedy, Drama            ",R
17,Bohemian Rhapsody,2018,7.9,134,"
Biography, Drama, Music            ",PG-13
18,The Blues Brothers,1980,7.9,133,"
Action, Adventure, Comedy            ",R
19,Sing Street,2016,7.9,106,"
Comedy, Drama, Music            ",PG-13
20,This Is Spinal Tap,1984,7.9,82,"
Comedy, Music            ",R
21,Three Colors: Blue,1993,7.9,94,"
Drama, Music, Mystery            ",R
22,Gully Boy,2019,7.9,154,"
Drama, Music, Romance            ",Not Rated
23,Straight Outta Compton,2015,7.8,147,"
Biography, Drama, History            ",R
24,Walk the Line,2005,7.8,136,"
Biography, Drama, Music            ",PG-13
25,Cabaret,1972,7.8,124,"
Drama, Music, Musical            ",PG
26,Once,I) (2007,7.8,86,"
Drama, Music, Romance            ",R
27,All That Jazz,1979,7.8,123,"
Drama, Music, Musical            ",R
28,The Chorus,2004,7.8,97,"
Comedy, Drama, Music            ",PG-13
29,A Night at the Opera,1935,7.8,96,"
Comedy, Music, Musical            ",Passed
30,Secret Superstar,2017,7.8,150,"
Drama, Music            ",Not Rated
31,"O Brother, Where Art Thou?",2000,7.7,107,"
Adventure, Comedy, Crime            ",PG-13
32,Sound of Metal,2019,7.7,120,"
Drama, Music            ",R
33,Billy Elliot,2000,7.7,110,"
Drama, Music            ",R
34,Ray,I) (2004,7.7,152,"
Biography, Drama, Music            ",PG-13
35,The Double Life of Véronique,1991,7.7,98,"
Drama, Fantasy, Music            ",R
36,Fantasia,1940,7.7,125,"
Animation, Family, Fantasy            ",G
37,Joyeux Noel,2005,7.7,116,"
Drama, History, Music            ",PG-13
38,Nashville,1975,7.7,160,"
Comedy, Drama, Music            ",R
39,The Broken Circle Breakdown,2012,7.7,111,"
Drama, Music, Romance            ",Not Rated
40,Hedwig and the Angry Inch,2001,7.7,95,"
Comedy, Drama, Music            ",R
41,The Triplets of Belleville,2003,7.7,80,"
Animation, Adventure, Comedy            ",PG-13
42,Rockstar,2011,7.7,159,"
Drama, Music, Romance            ",Not Rated
43,Baby Driver,2017,7.6,113,"
Action, Crime, Drama            ",R
44,A Star Is Born,2018,7.6,136,"
Drama, Music, Romance            ",R
45,The Commitments,1991,7.6,118,"
Comedy, Drama, Music            ",R
46,La Vie En Rose,2007,7.6,140,"
Biography, Drama, Music            ",PG-13
47,Control,2007,7.6,122,"
Biography, Drama, Music            ",R
48,Shine,1996,7.6,105,"
Biography, Drama, Music            ",PG-13
49,The Red Violin,1998,7.6,130,"
Drama, Music, Mystery            ",R
50,The Piano Teacher,2001,7.5,131,"
Drama, Music            ",R
1,The Lion King,1994,8.5,88,"
Animation, Adventure, Drama            ",G
2,Hamilton,2020,8.4,160,"
Biography, Drama, History            ",PG-13
3,Singin' in the Rain,1952,8.3,103,"
Comedy, Musical, Romance            ",G
4,Zindagi Na Milegi Dobara,2011,8.2,155,"
Comedy, Drama, Musical            ",Not Rated
5,Swades,2004,8.2,189,"
Drama, Musical            ",Not Rated
6,The Sound of Music,1965,8.1,172,"
Biography, Drama, Family            ",G
7,The Wizard of Oz,1939,8.1,102,"
Adventure, Family, Fantasy            ",PG
8,Lagaan: Once Upon a Time in India,2001,8.1,224,"
Drama, Musical, Sport            ",PG
